y
0.705065752
-0.631341475
0.344342774
-0.017225578
0.000780643
0.971115907
0.957220996
-0.078856824
-0.098789615
-0.540805922
0.437488708
0.690246318
-0.567336159
-0.819245941
0.02323595
-0.310506427
-0.825949008
-0.991049115
-0.702790677
-0.059121547
0.699406064
0.371163619
-0.21691987
0.69378516
0.82138994
-0.647430129
